Year,ID,Image_Reference,Question,Option A,Option B,Option C,Option D,Answer,subject,exam_type
2002,32,N/A,Animals aestivate when the environment in which they live becomes,warm and humid,windy and snowy,hot and dry,cold and wet,C,biology,Jamb
2002,33,N/A,"Birds which are large with long straight pointed beaks, long necks and long legs are likely to be",nectar feeders,fruit eaters,fish catchers,insect eaters,C,biology,Jamb
2002,34,N/A,"The structure that is common in the embryos of mammals, amphibians, fishes and reptiles and which is an evidence of their common ancestry is the",allantois,eye,gill-slits,chorion,C,biology,Jamb
2002,35,N/A,A feature of the caste systems of bees and termites is that,nuptial flight is performed by all members,only the workers perform duties,the kings are bigger than the queens,the workers are sterile,D,biology,Jamb
2002,36,N/A,The carnassial teeth of a carnivorous animal consist of the,last upper molar and the lower molar,first upper premolar and the first lower molar,first upper molar and the first lower molar,last upper premolar and the first lower molar,D,biology,Jamb
2002,37,N/A,"In his theory of evolution, Darwin implied that",organs of the body which are not regularly used by an organism will disappear,any traits acquired by an organism during its lifetime can be passed on to its offspring,the struggle for existence among living organisms is sporadic,the most successful organisms are those that best adapt to their environment,D,biology,Jamb
2002,38,N/A,The physical and climatic factors of a region primarily determine the,types of plants found in the area,kinds of animal inhabiting the area,community of organisms in the region,nature of the soil in that region,C,biology,Jamb
2002,39,N/A,The supporting tissue of xylem is most poorly developed in,submerged water plants,desert plants,mangrove swamp plants,grassland plants,A,biology,Jamb
2002,40,N/A,In a field experiment the frequency of water leaf was observed to be 48 after 20 tosses of a 2m² quadrat. What is the density of the plant in the field?,9.6 per m²,4.8 per m²,2.4 per m²,1.2 per m²,D,biology,Jamb
2002,41,N/A,"In a population study using the transect method, a student is likely to record the highest number of species in",a sahel savanna,an estuarine swamp,a tropical rain forest,a guinea savanna,C,biology,Jamb
2002,42,N/A,The addition of lime to clayey soil serves to,prevent water-logging,aid water retention,improve capillary action,close up the texture,A,biology,Jamb
2002,43,N/A,A step in the movement of energy through an ecosystem is a description that best fits the term,pyramid of numbers,food web,trophic level,food chain,C,biology,Jamb
2002,44,N/A,Plants tend to prevent overcrowding by means of efficient,seed germination,pollination,seed dispersal,water uptake,C,biology,Jamb
2002,45,N/A,The excessive use of agro-chemicals could lead to the pollution of,space,fresh water,the lithosphere,the atmosphere,B,biology,Jamb
2002,46,N/A,One of the adaptations to life on trees by a monkey is its possession of digits which are,big,long,extensible,opposable,D,biology,Jamb
2002,47,N/A,The most common means of transmitting the Acquired Immune Deficiency Syndrome (AIDS) is,through blood transfusion,from mother to child,through the sharing of needles,through sexual intercourse,D,biology,Jamb
2002,48,N/A,The community of plants in which the same species occur from year to year is the,perennial species,climax vegetation,pioneer vegetation,annual species,B,biology,Jamb
2002,49,diag_2002_q49_50.png,Examples of competitors are,snake and lizard,rabbit and snake,lizard and mouse,grasshopper and mouse,D,biology,Jamb
2002,50,diag_2002_q49_50.png,"In the diagram, the hawk is",a scavenger,a tertiary consumer,a primary consumer,an omnivore,B,biology,Jamb
