Year,ID,Image_Reference,Question,Option A,Option B,Option C,Option D,Answer,subject,exam_type
2012,19,diag_2012_q19_20.png,Transportation in the xylem is represented by,I,II,III,IV,D,biology,Jamb
2012,20,diag_2012_q19_20.png,The arrow labelled II represents the,release of oxygen,intake of carbon (IV) oxide,movement of photosynthates,movement of nutrients,A,biology,Jamb
2012,21,N/A,"In the kidney of mammals, the site of ultrafiltration is the",uriniferous tubule,Bowman's capsule,loop of Henle,renal tubule,B,biology,Jamb
2012,22,N/A,Which of the following is involved in secondary thickening in plants?,Collenchyma and xylem cells,Vascular cambium and collenchyma cell,Vascular cambium and cork cambium,Cork cambium and sclerenchyma,C,biology,Jamb
2012,23,N/A,An example of a fruit that develops from a single carpel is,okro,tomato,bean,orange,C,biology,Jamb
2012,24,diag_2012_q24_25.png,The developing embryo is usually contained in the part labelled,IV,III,II,I,C,biology,Jamb
2012,25,diag_2012_q24_25.png,The function of the part labelled III is to,produce eggs,protect sperms during fertilization,secrete hormones during coitus,protect the developing embryo,A,biology,Jamb
2012,26,N/A,Plant growth can be artificially stimulated by the addition of,gibberellin,kinin,abscisic acid,ethylene,A,biology,Jamb
2012,27,N/A,The autonomic nervous system consists of nerves that control the,voluntary muscles,heart beat,tongue,hands,B,biology,Jamb
2012,28,N/A,Plants of temperate origin can be grown in tropical areas in the vegetation zones of the,rain forest,Guinea savanna,Sudan savanna,montane forest,B,biology,Jamb
2012,29,N/A,The water cycle is maintained mainly by,evaporation of water in the environment,evaporation and condensation of water in the environment,condensation of water in the environment,transpiration and respiration in plants,B,biology,Jamb
2012,30,N/A,Organisms living in an estuarine habitat are adapted to,withstand wide fluctuations in temperature,survive only in water with low salinity,withstand wide fluctuations in salinity,feed only on phytoplankton and dead organic matter,C,biology,Jamb
2012,31,N/A,"The presence of stilt roots, pneumatophores, sunken stomata and salt glands are adaptive features of plants found in the",tropical rainforest,mangrove swamps,grassland,montane forest,B,biology,Jamb
2012,32,N/A,Which of the following animals can exist solely on the water they get from food and metabolic reactions?,Forest arboreal dwellers,Desert dwellers,Forest-ground dwellers,Rainforest dwellers,B,biology,Jamb
2012,33,N/A,The most likely first colonizers of a bare rock are,mosses,ferns,lichen,fungi,D,biology,Jamb
2012,34,N/A,The carrying capacity of a habitat is reached when the population growth begins to,increase slowly,increase exponentially,slow down,remain steady,C,biology,Jamb
2012,35,N/A,The abiotic factors that control human population include,disease and famine,space and rainfall,flooding and earthquake,temperature and disease,C,biology,Jamb
2012,36,N/A,An indigenous method of renewing and maintaining soil fertility is by,clearing farms by burning,planting one crop type,adding inorganic fertilizers yearly,crop rotation and shifting cultivation,D,biology,Jamb
2012,37,N/A,The diseases caused by water-borne pathogens include,gonorrhoea and poliomyelitis,typhoid and syphilis,tuberculosis and cholera,typhoid and cholera,D,biology,Jamb
2012,38,diag_2012_q38_39.png,The graph illustrates,the highest frequency for height of 2 metres,a discontinuously varying character,a continuously varying character,total yield in a cassava farm,B,biology,Jamb
2012,39,diag_2012_q38_39.png,The largest number of cassava plants has an approximate height of,1.4m,1.6m,1.8m,2.0m,B,biology,Jamb
2012,40,N/A,Which of the following is true in blood transfusion?,A person of blood group AB can donate blood only to another person of blood group AB,Persons of blood groups A and B can donate or receive blood from each other,A person of blood group AB can receive blood only from persons of blood group A or B,A person of blood group O can donate only to a person of blood group O,A,biology,Jamb
2012,41,N/A,A yellow maize is planted and all the fruits obtained are of yellow seeds. When they are cross-bred yellow seeds and white seeds are obtained in a ratio 3:1. The yellow seed is said to be,non-heritable,sex-linked,a recessive trait,a dominant trait,D,biology,Jamb
2012,42,N/A,When a colour-blind man marries a carrier woman. What is the probability of their offspring being colour blind?,25%,50%,75%,100%,B,biology,Jamb
2012,43,N/A,The correct base pairing for DNA is,adenine-thymine and guanine-cytosine,adenine-guanine and thymine-cytosine,adenine-cytosine and guanine-cytosine,adenine-adenine and cytosine-cytosine,A,biology,Jamb
2012,44,diag_2012_q44_45.png,The type of interaction shown is referred to as,interspecific competition,intraspecific competition,mutualism,cooperation,A,biology,Jamb
2012,45,diag_2012_q44_45.png,Which of the following statements is true of the interaction?,P. aurelia is better adapted for obtaining food than P. caudatum,P. caudatum is better adapted for obtaining food than P. aurelia,Both organisms cannot coexist,Both organisms cannot reproduce,C,biology,Jamb
2012,46,N/A,The short thick beak in birds is an adaptation for,crushing seeds,sucking nectar,tearing flesh,straining mud,A,biology,Jamb
2012,47,N/A,The basking of Agama lizards in the sun is to,change the colour of their body,raise their body temperature to become active,fight to defend their territories,attract the female for courtship,D,biology,Jamb
2012,48,N/A,The significance of a very large number of termites involved in nuptial swarming is to,provide birds with plenty of food,ensure their perpetuation despite predatory pressure,search for a favourable place to breed,ensure that every individual gets a mate,B,biology,Jamb
2012,49,N/A,The use and disuse of body parts and the inheritance of acquired traits were used to explain,Darwin's theory,Lamarck's theory,genetic drift,gene flow,B,biology,Jamb
2012,50,N/A,From his study of Galapagos finches Darwin derived his theory of evolution from,comparative anatomy,comparative physiology,fossil remains,comparative embryology,B,biology,Jamb
