Year,ID,Image_Reference,Question,Option A,Option B,Option C,Option D,Answer,subject,exam_type
2010,22,N/A,The outer layer of the kidney where the Bowman's capsules are found is the,cortex,pelvis,medulla,pyramid,A,biology,Jamb
2010,23,N/A,Which of the following stimuli is likely to elicit a nastic response in an organism?,Touch,Light intensity,Chemical substances,Gravity,A,biology,Jamb
2010,24,N/A,"In the male reproductive system of a mammal, sperm is stored in the",vas deferens,urethra,epididymis,seminiferous tubules,C,biology,Jamb
2010,25,N/A,Chemosynthetic organisms are capable of manufacturing their food from simple inorganic substances through the process of,oxidation,denitrification,reduction,phosphorylation,A,biology,Jamb
2010,26,N/A,The part of the human gut that has an acidic content is the,stomach,duodenum,ileum,colon,A,biology,Jamb
2010,27,N/A,I. Stomata -> Spirogyra II. Alveoli -> Earthworm III. Malpighian tubule -> Mammal IV. Contractile vacuole -> Protozoa. Which of the above structures is correctly matched with the organisms in which it is found?,III,II,I,IV,D,biology,Jamb
2010,28,N/A,A food chain always begins with a,consumer,decomposer,producer,primary consumer,C,biology,Jamb
2010,29,N/A,Mycorrhizae promote plant growth by,absorbing inorganic ions from the soil,protecting it from infection,helping it to utilize atmospheric nitrogen,serving as a growth regulator,A,biology,Jamb
2010,30,N/A,The barrier between maternal and foetal blood is the,placenta,liver,umbilical cord,uterine wall,A,biology,Jamb
2010,31,N/A,The blood component that has the greatest affinity for oxygen is the,lymphocytes,leucocytes,erythrocytes,thrombocytes,C,biology,Jamb
2010,32,N/A,Which of the following organisms is mainly found in the marine habitat?,Achatina,Tilapia,Dogfish,Tortoise,C,biology,Jamb
2010,33,N/A,The two halves of the pelvic girdle are joined together at the,pubic symphysis,ilium,pubis,obturator foramen,A,biology,Jamb
2010,34,N/A,I. Adoption of appropriate nocturnal habits II. Burrowing. III. Adjusting their internal body temperature. IV. Possession of many sweat pores. Which of the above are ways in which desert animals adapt to extreme heat of the environment?,I and IV only,II and III only,I and II only,I II and III only,C,biology,Jamb
2010,35,N/A,"Low annual rainfall, sparse vegetation, high diurnal temperatures and cold nights are characteristic features of the",tropical rainforest,desert,montane forest,guinea savanna,B,biology,Jamb
2010,36,N/A,The average number of individuals of a species per unit area of the habitat is the,population density,population frequency,population size,population distribution,A,biology,Jamb
2010,37,N/A,The activity of an organism which affects the survival of another organism in the same habitat constitutes,an edaphic factor,an abiotic factor,a biotic factor,a physiographic factor,C,biology,Jamb
2010,38,N/A,The loss of soil through erosion can be reduced by,watering,crop rotation,manuring,irrigation,B,biology,Jamb
2010,39,N/A,The vector for yellow fever is,Aedes mosquito,Anopheles mosquito,tsetse fly,blackfly,A,biology,Jamb
2010,40,N/A,The protozoan Plasmodium falciparum is transmitted by,female Anopheles mosquitoes,female Aedes mosquitoes,female Culex mosquitoes,female blackfly,A,biology,Jamb
2010,41,N/A,A dilute solution of phenylthiocarbamide tastes bitter to some people and is tasteless to others. This is an example of,taste bud variation,discontinuous variation,morphological variation,continuous variation,B,biology,Jamb
2010,42,diag_2010_q42_43.png,In which plantation are all the trees between the height of 2-4m?,III,II,I,IV,A,biology,Jamb
2010,43,diag_2010_q42_43.png,Which of the following is a true feature of plantation II?,It has the highest number of trees of about 2m high,It has the highest number of trees,It has the highest number of tall trees,The height of all its trees range between 2m and 6m,A,biology,Jamb
2010,44,N/A,Thyroxine and adrenalin are examples of hormones which control,blood grouping,tongue rolling,behavioural patterns,colour variation,C,biology,Jamb
2010,45,N/A,A pair of genes that control a trait is referred to as,an allele,recessive,dominant,a hybrid,A,biology,Jamb
2010,46,N/A,The chromosome number of a cell before and after the process of meiosis is conventionally represented as,2n -> 2n,n -> n,n -> 2n,2n -> n,D,biology,Jamb
2010,47,N/A,"If both parents are heterozygous for a trait, the probability that an offspring will be recessive for that trait is",3/4,1/2,1/4,1,C,biology,Jamb
2010,48,N/A,At what stage in the life history of a mammal is the sex of an individual set?,At adolescence,At puberty,At birth,At conception,D,biology,Jamb
2010,49,N/A,The main distinguishing features between the soldier termite and other members of the caste are the,presence of wings possession of a small head and large thorax,presence of wings possession of a large thorax and a small head,absence of wings possession of strong mandibles and a large head,absence of wings possession of big head and the absence of mandible,C,biology,Jamb
2010,50,N/A,The flippers of a whale and the fins of a fish are examples of,divergent evolution,coevolution,continuous variation,convergent evolution,D,biology,Jamb
