Year,ID,Question,Option A,Option B,Option C,Option D,Answer,subject,exam_type
2012,12,"""He had knocked his toes against so many things that he had no toenails anymore and the yaws he had suffered from in his youth had twisted his toes up so that they pointed to the sky."" The description above is in reference to the foot of",Kelara,Meka,Egamba,Mvondo,B,english,Jamb
2012,13,"""They said their prayers in a monotonous sing-song, kneeling on their bamboo bed like camels waiting to be loaded."" The dominant figure of speech in the excerpt above is",rhetorical question,simile,metaphor,mixed metaphor,B,english,Jamb
2012,14,"As a symbol of marital success and fulfilment, Ibuza community places a lot of importance on",childbirth,wealth,male child,female child,A,english,Jamb
2012,15,Ona on her dying bed appeals to Agbadi to,give her a befitting burial,take good care of her children,take another wife,allow Nnu Ego marry a man of her choice,D,english,Jamb
2012,16,The little money Nnaife makes after returning from Fernando Po is used for,expanding Nnu Ego's business,taking care of his family,sending his children to school,getting more wives,D,english,Jamb
2012,17,The novel is mainly classified as a,metaphor,hyperbole,satire,fiction,C,english,Jamb
2012,18,Winston writes that the hope of the country lies on the,ministry of truth,proles,party,children,B,english,Jamb
2012,19,"In the novel, two minutes hate is a programme designed for",parents,thought police,the community,children,C,english,Jamb
2012,20,"To drop his philosophy of life and imbibe the tenets of the party, Winston is subjected to all forms of torture and inhuman treatment by",O' Brien,thought Police,Big Brother,Goldstein,A,english,Jamb
2012,21,The movement in Adeoti's Naked Soles is characterised by,hope and agreement,freedom and self-determination,pricks and tears,disappointment and disarray,B,english,Jamb
2012,22,One of the dominant themes of Rubadiri's An African Thunderstorm is the,relationship between man and nature,activities of man during rainy seasons,effect of rain on women and children,problem of climate change,A,english,Jamb
2012,23,"In Kunene's A Heritage of Liberation, the weapons are to be preserved for the generation yet unborn by the",gods,elders,people,government,B,english,Jamb
2012,24,Give Me The Minstrel's Seat ends on a clarion call for,freedom,peace,rectitude,commitment,A,english,Jamb
2012,25,"""...the youthful hue/sits on thy skin like a morning dew..."" The excerpt above from Marvell's To His Coy Mistress is an example of",simile,anaphora,paradox,onomatopoeia,A,english,Jamb
2012,26,"In Lawrence's Bat, the poet compares bats with",sparrows,swans,swallows,crows,C,english,Jamb
2012,27,Elliot's The Journey of the Magi could be said to examine the issues of,three trees on the low sky,empty wine-skins,spiritual rebirth,holy pilgrimage,C,english,Jamb
2012,28,"""We would be believing we dreamt it"". The figure of speech in the line above from Acquah's In the Navel of the Soul is",apostrophe,assonance,antithesis,alliteration,B,english,Jamb
2012,29,The casualties in Launko's End of the War are,women,children,men,soldiers,C,english,Jamb
2012,30,The theme of Cope's Sonnet VII is,art of poetry,adventure,contempt for literature,isolation,B,english,Jamb
2012,31,A literary work in which the characters and events are used as symbols is known as,characterization,allegory,metaphor,paralellism,B,english,Jamb
2012,32,Characterization in a novel refers to the,writer's opinion of the characters,way the characters are revealed to the reader,characters and the way they behave,reader's opinion of the characters,B,english,Jamb
2012,33,"In literary work, verbal irony refers to a",device in which the speaker means the opposite of what he says,situation in which a character speaks or acts against the trend of events,difficult situation which defies a logical or rational resolution,device in which the actor on stage means exactly what he says,A,english,Jamb
2012,34,"In the theatre, words spoken by a character that are meant to be heard by the audience but not by the other characters on stage is called",aside,soliloquy,accoustic,tone,A,english,Jamb
2012,35,Drama is the representation of a complete series of actions by means of,movement and gesture for the screen and audience,speech movement and gesture for the stage only,"speech, movement and gesture for the stage, screen and radio",speech gesture and movement for the screen and radio,C,english,Jamb
2012,36,A poet's use of regular rhythm is known as,allegory,assonance,metre,onomatopoeia,C,english,Jamb
2012,37,A literary genre which directly imitates human action is,drama,comedy,prose,poetry,A,english,Jamb
2012,38,A fable is a story in which,allegations are made about characters,animals or things are used as characters,there is an important setting,the story is told in poetic form,B,english,Jamb
2012,39,The juxtaposition of two contrasting ideas in a line of poetry is,euphemism,synecdoche,catharsis,oxymoron,D,english,Jamb
2012,40,The main aim of caricature is to,describe,expose,emphasize,ridicule,D,english,Jamb
2012,41,"""Of Ceremony, show me but thy worth What is thy soul of adoration"" The figure of speech in the lines above is",antithesis,invocation,personification,apostrophe,D,english,Jamb
2012,42,"""What eyes will watch our large mouths Shaped by the laughter of big children What eyes will watch our large mouths?"" The tone of the lines above is one of",sarcasm,sacrilege,chiasmus,eulogy,A,english,Jamb
2012,43,"""The old man slept in his favourite chair The wind ran its fingers through his hair He looked like a tree gone dry of sap And his hands were dry upon his lap"" The rhyme scheme of the poem above is",bbaa,aabb,abab,baba,B,english,Jamb
2012,44,"""Unequal laws unto a savage race, That board, and sleep, and feed..."" The lines above show that the speaker",detests discrimination,is desirous of adventure,hates his old wife,knows much of his city men,A,english,Jamb
2012,45,"""...How can I look at Oyo and say I hate long shiny cars? How can I come to the children and despise international schools? And Koomson comes, and the family sees Jesus Christ in him..."" The feeling conveyed by the speaker above is one of",anger,alienation,hope,despair,D,english,Jamb
2012,46,"""Hide me now, when night children haunt the earth."" Night children in the stanza above reflects the consciousness of",birds,armed robbers,animals,spirit beings,B,english,Jamb
2012,47,"""Serrated shadows, through dark leaves Till, bathed in warm suffusion of your dappled cells Sensation pained me, faceless, silent as night thieves."" The dominant mood in the lines above is one of",apprehension,defiance,joy,indifference,A,english,Jamb
2012,48,"""The drums overwhelmed the guns..."" The poet in the excerpt above uses",litotes,symbolism,onomatopoeia,alliteration,C,english,Jamb
2012,49,"""... They do not see the funeral piles At home eating up the forests..."" The imagery created in the above excerpt is achieved through",metaphor,personification,synecdoche,metonymy,B,english,Jamb
2012,50,"""I cannot rest from travel: I will drink Life to the lees, all times I have enjoyed Greatly, have suffered greatly."" The lines above inform the reader that the poet",is determined to suffer,has his poetic imagination kindled,will cure his sour mood,will not drink much,B,english,Jamb
